"","r_id","collection"
"4070",71020,"Corporate Dining"
"4071",65268,"Veggie Friendly"
"4072",67144,"What's Your Poison?"
"4073",66424,"Long Drives"
"4074",70663,"Pocket Friendly"
"4075",67562,"What's Your Poison?"
"4076",71438,"All-day Dining"
"4077",71443,"Barbecue & Grill"
"4078",2004,"Outdoor Seating"
"4079",4959,"Rooftops"
"4080",301718,"Regional Favorites"
"4081",305281,"Microbreweries"
"4082",305461,"Cocktail Bars"
"4083",4631,"Great Breakfasts"
"4084",5732,"Sweet Tooth"
"4085",21380,"Great Chinese"
"4086",24794,"Brilliant Biryanis"
"4087",24503,"Cocktail Bars"
"4088",24735,"Hookah Bars"
"4089",21997,"Great Breakfasts"
"4090",21230,"Great Chinese"
"4091",24629,"Pizza Time"
"4092",21176,"Roll With It"
"4093",22426,"Great Buffets"
"4094",24781,"European & Mediterranean"
"4095",23185,"Hot Night Clubs"
"4096",21636,"Outdoor Seating"
"4097",23964,"Great Chinese"
"4098",23805,"Great Breakfasts"
"4099",23899,"European & Mediterranean"
"4100",23629,"European & Mediterranean"
"4101",20928,"Great Buffets"
"4102",21885,"Student Faves"
"4103",93427,"Pocket Friendly"
"4104",94938,"Veggie Friendly"
"4105",96082,"Beer in a Bar"
"4106",91500,"Meat Cravings"
"4107",92651,"Street Food"
"4108",48736,"Pan-Asian Delicacies"
"4109",36280,"Live Music"
"4110",32223,"Delicious Dosas"
"4111",36141,"Great Breakfasts"
"4112",36164,"Sumptuous Sizzlers"
"4113",46901,"Mexican Magic"
"4114",36440,"Rooftops"
"4115",16505332,"Great Coffee"
"4116",36282,"Great Breakfasts"
"4117",37740,"Great Breakfasts"
"4118",47945,"Celeb Spotting"
"4119",11026,"Meat Cravings"
"4120",11165,"Regional Favorites"
"4121",6505365,"Late Night Eats"
"4122",10631,"Meat Cravings"
"4123",10579,"Outdoor Seating"
"4124",10217,"Pocket Friendly"
"4125",6505309,"Beer in a Bar"
"4126",6504466,"Student Faves"
"4127",10625,"Meat Cravings"
"4128",12056,"Pocket Friendly"
"4129",10710,"Outdoor Seating"
"4130",57355,"Happy Hours"
"4131",52212,"Great Coffee"
"4132",59333,"Wine Bars"
"4133",60357,"Cocktail Bars"
"4134",58294,"Student Faves"
"4135",52459,"Legendary Breakfasts"
"4136",50223,"Student Faves"
"4137",56542,"Student Faves"
"4138",50003,"European & Mediterranean"
"4139",51600,"Pan-Asian Delicacies"
"4140",50663,"Legendary Breakfasts"
"4141",56564,"Wine Bars"
"4142",51293,"Beer in a Bar"
"4143",56619,"Rooftops"
"4144",55353,"Live Music"
"4145",50462,"Live Music"
"4146",59698,"Gourmet Pizza"
"4147",57678,"Beer in a Bar"
"4148",53546,"Hot Chocolate Spots"
"4149",53211,"Wine Bars"
"4150",65124,"Veggie Friendly"
"4151",67372,"Jain Food"
"4152",68619,"Great Breakfasts"
"4153",70889,"Rooftops"
"4154",66447,"Long Drives"
"4155",66479,"Brilliant Biryanis"
"4156",71768,"Sweet Tooth"
"4157",66428,"All-day Dining"
"4158",65518,"Barbecue & Grill"
"4159",306476,"Great Coffee"
"4160",304746,"Meat Cravings"
"4161",1188,"Outdoor Seating"
"4162",301700,"Student Faves"
"4163",309664,"Upper Crust"
"4164",309138,"Kickass Burgers"
"4165",304262,"Student Faves"
"4166",5229,"Rooftops"
"4167",308322,"Cocktail Bars"
"4168",20855,"Beer in a Bar"
"4169",21212,"Great Breakfasts"
"4170",24342,"Hanging Out"
"4171",23587,"Great Buffets"
"4172",21527,"Roll With It"
"4173",20927,"Great Chinese"
"4174",23933,"Super Seafood"
"4175",22164,"Sweet Tooth"
"4176",24525,"European & Mediterranean"
"4177",20240,"Great Chinese"
"4178",20852,"Outdoor Seating"
"4179",23831,"European & Mediterranean"
"4180",25628,"Brilliant Biryanis"
"4181",24286,"Live Sports Screenings"
"4182",20870,"Meat Cravings"
"4183",20350,"Meat Cravings"
"4184",20404,"Meat Cravings"
"4185",20842,"Meat Cravings"
"4186",24530,"Themed Restaurants"
"4187",20797,"Brilliant Biryanis"
"4188",90752,"Best Bakeries"
"4189",90896,"Brilliant Biryanis"
"4190",91711,"Brilliant Biryanis"
"4191",90606,"Pan-Asian Delicacies"
"4192",91662,"Brilliant Biryanis"
"4193",90903,"Legendary Restaurants"
"4194",90022,"Meat Cravings"
"4195",90744,"Rooftops"
"4196",93766,"Great Italian"
"4197",94814,"Shisha Hangouts"
"4198",96346,"Meat Cravings"
"4199",91682,"Great Italian"
"4200",48706,"Great Breakfasts"
"4201",34383,"Beer in a Bar"
"4202",45437,"Meaty Feast"
"4203",43193,"Value For Money"
"4204",36403,"Great Coffee"
"4205",16527711,"Great Coffee"
"4206",37237,"Great Coffee"
"4207",32475,"Value For Money"
"4208",34396,"Gourmet Pizza"
"4209",37995,"Mexican Magic"
"4210",49580,"Perfect Pav Bhaji"
"4211",47221,"All-day Dining"
"4212",36277,"Mexican Magic"
"4213",48933,"Value For Money"
"4214",43968,"Great Breakfasts"
"4215",10143,"European & Mediterranean"
"4216",10028,"Brilliant Biryanis"
"4217",10699,"Great Breakfasts"
"4218",6505316,"Upper Crust"
"4219",6505274,"What's Your Poison?"
"4220",11375,"European & Mediterranean"
"4221",10125,"Regional Favorites"
"4222",11469,"Outdoor Seating"
"4223",11079,"Romantic"
"4224",13275,"Meat Cravings"
"4225",6505564,"Student Faves"
"4226",10750,"Outdoor Seating"
"4227",10011,"Great Breakfasts"
"4228",13914,"European & Mediterranean"
"4229",6505308,"Student Faves"
"4230",6504352,"Beer in a Bar"
"4231",13231,"European & Mediterranean"
"4232",11882,"Great Coffee"
"4233",13393,"Great Coffee"
"4234",10213,"Pan-Asian Delicacies"
"4235",10987,"What's Your Poison?"
"4236",10644,"Sweet Tooth"
"4237",53872,"Live Music"
"4238",54503,"Gourmet Pizza"
"4239",57833,"Rooftops"
"4240",58268,"Pan-Asian Delicacies"
"4241",57177,"Rooftops"
"4242",61470,"Great Buffets"
"4243",54470,"Rooftops"
"4244",59132,"Cocktail Bars"
"4245",54127,"Gourmet Pizza"
"4246",56464,"Cakes & Bakes"
"4247",54397,"Wine Bars"
"4248",56618,"Great Buffets"
"4249",59422,"Hot Chocolate Spots"
"4250",54097,"Gourmet Pizza"
"4251",57438,"Cocktail Bars"
"4252",51705,"Gourmet Pizza"
"4253",51040,"Student Faves"
"4254",52228,"Great Buffets"
"4255",70092,"Themed Restaurants"
"4256",66457,"Jain Food"
"4257",66412,"Legendary Restaurants"
"4258",66120,"Rooftops"
"4259",69951,"All-day Dining"
"4260",67354,"Upper Crust"
"4261",70431,"Sweet Tooth"
"4262",69218,"All-day Dining"
"4263",66724,"Great Breakfasts"
"4264",70497,"All-day Dining"
"4265",900,"Great Breakfasts"
"4266",463,"Old Delhi Treats"
"4267",305905,"Meat Cravings"
"4268",799,"Kebab Places"
"4269",10632,"Pan-Asian Delicacies"
"4270",1641,"Pocket Friendly Bars"
"4271",24665,"Cocktail Bars"
"4272",2675,"Business Dining"
"4273",306341,"Meat Cravings"
"4274",304202,"European & Mediterranean"
"4275",301045,"European & Mediterranean"
"4276",7036,"Meat Cravings"
"4277",3910,"Great Breakfasts"
"4278",4905,"Cocktail Bars"
"4279",2749,"European & Mediterranean"
"4280",65416,"Brilliant Biryanis"
"4281",3545,"Business Dining"
"4282",8832,"Himalayan Cuisine"
"4283",66334,"Terrific Thalis"
"4284",5046,"Great Breakfasts"
"4285",306198,"European & Mediterranean"
"4286",92687,"Best Bakeries"
"4287",306028,"Kebab Places"
"4288",2690,"Legendary Restaurants"
"4289",306581,"What's Your Poison?"
"4290",36317,"European & Mediterranean"
"4291",38191,"Wine Bars"
"4292",44130,"Beer in a Bar"
"4293",37769,"All-day Dining"
"4294",37599,"Sumptuous Sizzlers"
"4295",48387,"Jain Food"
"4296",38345,"Super Sushi"
"4297",17881732,"Lunchbox"
"4298",48808,"Pan-Asian Delicacies"
"4299",43987,"Pan-Asian Delicacies"
"4300",40222,"Value For Money"
"4301",48069,"Pan-Asian Delicacies"
"4302",16508759,"European & Mediterranean"
"4303",67135,"Long Drives"
"4304",481,"Old Delhi Treats"
"4305",41501,"Value For Money"
"4306",1914,"Pocket Friendly"
"4307",7060,"Great Breakfasts"
"4308",92641,"Brilliant Biryanis"
"4309",38061,"Healthy Eating"
"4310",36933,"Meaty Feast"
"4311",36927,"Hot Night Clubs"
"4312",7001,"Outdoor Seating"
"4313",308160,"Great Breakfasts"
"4314",37679,"Jain Food"
"4315",32225,"Brilliant Biryanis"
"4316",49499,"Beer in a Bar"
"4317",36874,"All-day Dining"
"4318",36449,"Best Shawarmas"
"4319",68597,"Great Breakfasts"
"4320",1799,"Outdoor Seating"
"4321",48023,"Value For Money"
"4322",47865,"All-day Dining"
"4323",41308,"European & Mediterranean"
"4324",71153,"Corporate Dining"
"4325",65966,"Terrific Thalis"
"4326",35160,"Meaty Feast"
"4327",36491,"Sea View"
"4328",45254,"Great Coffee"
"4329",41584,"All-day Dining"
"4330",46324,"Beer in a Bar"
"4331",47796,"Meaty Feast"
"4332",65695,"Super Seafood"
"4333",65991,"Terrific Thalis"
"4334",68606,"Terrific Thalis"
"4335",4571,"Pan-Asian Delicacies"
"4336",8241,"Meat Cravings"
"4337",5591,"Outdoor Seating"
"4338",303092,"European & Mediterranean"
"4339",49489,"Mexican Magic"
"4340",42537,"Great Cheesecakes"
"4341",39630,"Meaty Feast"
"4342",36304,"Meaty Feast"
"4343",43975,"Great Cheesecakes"
"4344",47861,"All-day Dining"
"4345",38415,"European & Mediterranean"
"4346",57730,"European & Mediterranean"
"4347",53263,"Beer in a Bar"
"4348",52282,"Legendary Breakfasts"
"4349",50612,"Late Night Eats"
"4350",51913,"Shawarmas & Falafel"
"4351",52623,"Happy Hours"
"4352",50763,"Pocket Friendly Bars"
"4353",57103,"Taste of Kerala"
"4354",54148,"Great Breakfasts"
"4355",50844,"Kebab Places"
"4356",59239,"Student Faves"
"4357",54615,"Kebab Places"
"4358",59638,"Poolside Dining"
"4359",50458,"Pocket Friendly Bars"
"4360",55361,"Luxury Nightlife"
"4361",58982,"Pocket Friendly Bars"
"4362",51544,"Poolside Dining"
"4363",51789,"Live Music"
"4364",60299,"Just Delivery"
"4365",58537,"Shawarmas & Falafel"
"4366",57032,"Pocket Friendly Bars"
"4367",51018,"Poolside Dining"
"4368",58390,"Kebab Places"
"4369",57031,"Pocket Friendly Bars"
"4370",50820,"Luxury Nightlife"
"4371",52313,"European & Mediterranean"
"4372",57827,"Kebab Places"
"4373",52624,"Taste of Kerala"
"4374",52057,"European & Mediterranean"
"4375",55965,"Kebab Places"
"4376",52373,"Great Buffets"
"4377",52096,"Pocket Friendly Bars"
"4378",50857,"Pan-Asian Delicacies"
"4379",52218,"Business Dining"
"4380",56870,"Hot Chocolate Spots"
"4381",57041,"Pocket Friendly Bars"
"4382",58141,"Shawarmas & Falafel"
"4383",55932,"Cocktail Bars"
"4384",54094,"Pan-Asian Delicacies"
"4385",70941,"Themed Restaurants"
"4386",67605,"Veggie Friendly"
"4387",4283,"Upper Crust"
"4388",3429,"Business Dining"
"4389",300656,"Meat Cravings"
"4390",21382,"Pizza Time"
"4391",24632,"Live Sports Screenings"
"4392",21508,"Live Sports Screenings"
"4393",24376,"Live Sports Screenings"
"4394",24667,"Live Sports Screenings"
"4395",22661,"European & Mediterranean"
"4396",24860,"Themed Restaurants"
"4397",24654,"Cocktail Bars"
"4398",21521,"Great Buffets"
"4399",21432,"Pizza Time"
"4400",21507,"South Indian Delights"
"4401",23471,"Cocktail Bars"
"4402",21559,"Great Buffets"
"4403",21590,"Sweet Tooth"
"4404",21018,"Live Sports Screenings"
"4405",21215,"Pizza Time"
"4406",25217,"Themed Restaurants"
"4407",23396,"Hookah Bars"
"4408",21573,"Pizza Time"
"4409",23511,"Live Sports Screenings"
"4410",24473,"Cocktail Bars"
"4411",24500,"Hanging Out"
"4412",21470,"Roll With It"
"4413",48116,"Lunchbox"
"4414",36425,"All-day Dining"
"4415",39262,"Student Faves"
"4416",16508780,"All-day Dining"
"4417",46404,"Meaty Feast"
"4418",53109,"Gourmet Pizza"
"4419",50742,"European & Mediterranean"
"4420",50221,"Sweet Tooth"
"4421",51822,"Legendary Breakfasts"
"4422",68679,"Barbecue & Grill"
"4423",67551,"Long Drives"
"4424",301131,"Cocktail Bars"
"4425",6677,"Old Delhi Treats"
"4426",21641,"Hanging Out"
"4427",21588,"Live Sports Screenings"
"4428",25182,"Themed Restaurants"
"4429",20754,"Dhabe di Shaan"
"4430",20841,"Great Breakfasts"
"4431",39170,"All-day Dining"
"4432",47113,"European & Mediterranean"
"4433",38418,"Celeb Spotting"
"4434",36294,"Hot Night Clubs"
"4435",43273,"Healthy Eating"
"4436",52166,"Wine Bars"
"4437",50890,"Pan-Asian Delicacies"
"4438",51029,"Wine Bars"
"4439",55788,"Cocktail Bars"
"4440",55260,"Great Buffets"
"4441",70624,"Corporate Dining"
"4442",3258,"Outdoor Seating"
"4443",3697,"Pan-Asian Delicacies"
"4444",307065,"Cocktail Bars"
"4445",24344,"Live Sports Screenings"
"4446",23730,"European & Mediterranean"
"4447",23817,"European & Mediterranean"
"4448",25664,"Themed Restaurants"
"4449",20273,"Student Faves"
"4450",20044,"South Indian Delights"
"4451",90804,"Great Italian"
"4452",47967,"Sea View"
"4453",47978,"Meaty Feast"
"4454",48016,"All-day Dining"
"4455",34269,"Kebab Places"
"4456",36278,"All-day Dining"
"4457",36142,"Great Coffee"
"4458",11801,"Upper Crust"
"4459",6504188,"Brilliant Biryanis"
"4460",11080,"Upper Crust"
"4461",6503689,"European & Mediterranean"
"4462",10721,"Terrific Thalis"
"4463",10232,"Upper Crust"
"4464",10070,"Upper Crust"
"4465",6505134,"Outdoor Seating"
"4466",11209,"Great Breakfasts"
"4467",6504858,"Sweet Tooth"
"4468",6504254,"Upper Crust"
"4469",10603,"Late Night Eats"
"4470",10745,"Upper Crust"
"4471",6504423,"Sweet Tooth"
"4472",11349,"Student Faves"
"4473",11168,"Sweet Tooth"
"4474",11166,"Sweet Tooth"
"4475",55907,"Great Buffets"
"4476",56832,"Great Buffets"
"4477",66834,"Terrific Thalis"
"4478",65413,"Corporate Dining"
"4479",2788,"Meat Cravings"
"4480",5873,"Meat Cravings"
"4481",7843,"Great Breakfasts"
"4482",5055,"Great Coffee"
"4483",23636,"Pizza Time"
"4484",20862,"Cocktail Bars"
"4485",20720,"Sweet Tooth"
"4486",24193,"Beer in a Bar"
"4487",20833,"Great Buffets"
"4488",23295,"Great Momos"
"4489",92562,"Veggie Friendly"
"4490",44668,"Beer in a Bar"
"4491",42597,"Student Faves"
"4492",40427,"Great Breakfasts"
"4493",37814,"Kebab Places"
"4494",49074,"Great Cheesecakes"
"4495",40714,"Beer in a Bar"
"4496",44057,"Wine Bars"
"4497",40374,"European & Mediterranean"
"4498",10627,"Student Faves"
"4499",6503424,"Rooftops"
"4500",11213,"Terrific Thalis"
"4501",10069,"Upper Crust"
"4502",13218,"Veggie Friendly"
"4503",6503235,"On the Outskirts"
"4504",6504819,"What's Your Poison?"
"4505",51063,"European & Mediterranean"
"4506",53396,"Meat Cravings"
"4507",53877,"Student Faves"
"4508",50407,"Great Buffets"
"4509",50619,"Great Buffets"
"4510",55919,"Wine Bars"
"4511",54046,"Great Buffets"
"4512",68471,"Corporate Dining"
"4513",68744,"Corporate Dining"
"4514",70663,"Sweet Tooth"
"4515",67562,"Corporate Dining"
"4516",71443,"Corporate Dining"
"4517",2004,"Cocktail Bars"
"4518",305461,"Kickass Burgers"
"4519",24503,"Great Chinese"
"4520",24735,"Live Sports Screenings"
"4521",21230,"Great Momos"
"4522",22426,"Themed Restaurants"
"4523",23185,"Beer in a Bar"
"4524",21636,"Beer in a Bar"
"4525",23899,"Cocktail Bars"
"4526",20928,"Great Chinese"
"4527",36280,"Beer in a Bar"
"4528",36141,"European & Mediterranean"
"4529",36164,"Mexican Magic"
"4530",37740,"Great Coffee"
"4531",47945,"All-day Dining"
"4532",11026,"European & Mediterranean"
"4533",11165,"Rooftops"
"4534",10631,"European & Mediterranean"
"4535",10579,"Beer in a Bar"
"4536",10217,"Sweet Tooth"
"4537",12056,"Great Breakfasts"
"4538",10710,"Late Night Eats"
"4539",59333,"European & Mediterranean"
"4540",58294,"Hot Chocolate Spots"
"4541",56542,"Hot Chocolate Spots"
"4542",56564,"Cocktail Bars"
"4543",51293,"Meat Cravings"
"4544",55353,"Cocktail Bars"
"4545",50462,"Cocktail Bars"
"4546",53211,"European & Mediterranean"
"4547",67372,"Themed Restaurants"
"4548",70889,"Sea View"
"4549",66479,"Terrific Thalis"
"4550",306476,"Cocktail Bars"
"4551",1188,"Meat Cravings"
"4552",301700,"Pocket Friendly"
"4553",21212,"Sweet Tooth"
"4554",23933,"Great Chinese"
"4555",20852,"European & Mediterranean"
"4556",23831,"Cocktail Bars"
"4557",24286,"Cocktail Bars"
"4558",20842,"Great Buffets"
"4559",90903,"Brilliant Biryanis"
"4560",94814,"Great Italian"
"4561",37237,"Student Faves"
"4562",48933,"Lunchbox"
"4563",10699,"Sumptuous Sizzlers"
"4564",10125,"Great Breakfasts"
"4565",11469,"Sumptuous Sizzlers"
"4566",11079,"Rooftops"
"4567",13275,"European & Mediterranean"
"4568",10750,"Veggie Friendly"
"4569",10011,"Student Faves"
"4570",13914,"Upper Crust"
"4571",6505308,"Upper Crust"
"4572",11882,"Sweet Tooth"
"4573",13393,"Upper Crust"
"4574",10987,"Meat Cravings"
"4575",10644,"Beer in a Bar"
"4576",53872,"Cocktail Bars"
"4577",57833,"Happy Hours"
"4578",57177,"Pan-Asian Delicacies"
"4579",54470,"Live Music"
"4580",54127,"Cocktail Bars"
"4581",54397,"Cocktail Bars"
"4582",51705,"Cocktail Bars"
"4583",52228,"Flavours of Punjab"
"4584",66457,"Terrific Thalis"
"4585",66412,"Jain Food"
"4586",66120,"Super Seafood"
"4587",69951,"Corporate Dining"
"4588",67354,"Corporate Dining"
"4589",70431,"Upper Crust"
"4590",799,"Butter Chicken"
"4591",24665,"Pizza Time"
"4592",306341,"Cocktail Bars"
"4593",7036,"European & Mediterranean"
"4594",306028,"Butter Chicken"
"4595",2690,"Business Dining"
"4596",306581,"Cocktail Bars"
"4597",1799,"European & Mediterranean"
"4598",5591,"European & Mediterranean"
"4599",303092,"Cocktail Bars"
"4600",67605,"Jain Food"
"4601",21508,"Cocktail Bars"
"4602",24667,"Student Faves"
"4603",22661,"Cocktail Bars"
"4604",23396,"Live Sports Screenings"
"4605",24473,"Pizza Time"
"4606",67551,"Themed Restaurants"
"4607",3258,"European & Mediterranean"
"4608",307065,"Kickass Burgers"
"4609",24344,"Student Faves"
"4610",23730,"Cocktail Bars"
"4611",6503689,"Upper Crust"
"4612",92562,"Great Italian"
"4613",6504819,"European & Mediterranean"
"4614",68744,"Themed Restaurants"
"4615",70663,"Themed Restaurants"
"4616",23899,"Pizza Time"
"4617",11026,"Upper Crust"
"4618",10631,"Upper Crust"
"4619",10710,"European & Mediterranean"
"4620",66479,"Corporate Dining"
"4621",20852,"Cocktail Bars"
"4622",23831,"Pizza Time"
"4623",13275,"Upper Crust"
"4624",10750,"Great Breakfasts"
"4625",11882,"Meat Cravings"
"4626",66457,"Themed Restaurants"
"4627",70431,"All-day Dining"
"4628",5591,"Upper Crust"
"4629",3258,"Upper Crust"
"4630",23730,"Great Buffets"
"4631",10750,"European & Mediterranean,Upper Crust"
